name,zone,category,top,psf1,psf1_date,psf2,psf2_date,notes,link,psf1_max,psf1_max_date,psf2_max,psf2_max_date,psf1_avg,psf1_avg_date,psf2_avg,psf2_avg_date,psf1_new,psf1_new_date,psf2_new,psf2_new_date,psf1_2018,psf1_2018_date,psf2_2018,psf2_2018_date,psf1_2019,psf1_2019_date,psf2_2019,psf2_2019_date,psf1_2020,psf1_2020_date,psf2_2020,psf2_2020_date,psf1_2021,psf1_2021_date,psf2_2021,psf2_2021_date,psf1_2022,psf1_2022_date,psf2_2022,psf2_2022_date,psf1_2023,psf1_2023_date,psf2_2023,psf2_2023_date
CITYLIGHTS,,RCR - [D08],,1902,1/5/2023,1767,1/5/2023, ,https://share.ecoprop.com/CITYLIGHTS/R065963D,1930,1/3/2022,1767,1/5/2023,1782,half year,1521,half year,0,NaT,0,NaT,0,no sales,0,no sales,1592,2019,1325,2019,1608,2020,1382,2020,1639,2021,1438,2021,1731,2022,1596,2022,1782,2023,1521,2023
CLIVEDEN AT GRANGE,,CCR - [D10],,0,no sales,2850,1/5/2023, ,https://share.ecoprop.com/CLIVEDEN-AT-GRANGE/R065963D,0,no sales,3300,1/3/2022,0,no sales,2850,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,3026,2021,0,no sales,2896,2022,0,no sales,2850,2023
CLOVER BY THE PARK,,RCR - [D20],,0,no sales,1757,1/5/2023, ,https://share.ecoprop.com/CLOVER-BY-THE-PARK/R065963D,0,no sales,1757,1/5/2023,0,no sales,1626,half year,0,no sales,0,NaT,0,no sales,1255,2018,0,no sales,1290,2019,0,no sales,1233,2020,0,no sales,1384,2021,0,no sales,1535,2022,0,no sales,1626,2023
CLUNY PARK RESIDENCE,,CCR - [D10],,2513,1/3/2023,2713,1/4/2023, ,https://share.ecoprop.com/CLUNY-PARK-RESIDENCE/R065963D,2513,1/3/2023,2899,1/2/2023,2513,half year,2806,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,2345,2020,0,no sales,2495,2021,0,no sales,0,no sales,2513,2023,2806,2023
COCO PALMS,,OCR - [D18],Jan-18,1664,1/5/2023,1138,1/1/2023, ,https://share.ecoprop.com/COCO-PALMS/R065963D,1664,1/5/2023,1420,1/5/2022,1538,half year,1138,half year,0,NaT,1285,1/8/2018,1287,2018,1145,2018,1246,2019,1167,2019,1259,2020,1184,2020,1284,2021,1202,2021,1386,2022,1283,2022,1538,2023,1138,2023
COMMONWEALTH TOWERS,,RCR - [D03],,2074,1/5/2023,2013,1/2/2023, ,https://share.ecoprop.com/COMMONWEALTH-TOWERS/R065963D,2279,1/3/2023,2148,1/1/2023,2056,half year,2013,half year,0,NaT,0,NaT,0,no sales,0,no sales,1832,2019,0,no sales,1836,2020,0,no sales,1903,2021,1851,2021,1960,2022,1986,2022,2056,2023,2013,2023
CORALS AT KEPPEL BAY,,RCR - [D04],Oct-16,1913,1/2/2022,2787,1/5/2023, ,https://share.ecoprop.com/CORALS-AT-KEPPEL-BAY/R065963D,2675,1/8/2020,3008,1/10/2022,1913,no sales,2539,half year,0,NaT,0,NaT,0,no sales,0,no sales,2265,2019,2281,2019,2104,2020,2209,2020,2213,2021,2186,2021,1913,2022,2405,2022,0,no sales,2539,2023
COSTA DEL SOL,,OCR - [D16],,1689,1/5/2023,1750,1/5/2023, ,https://share.ecoprop.com/COSTA-DEL-SOL/R065963D,1689,1/5/2023,1858,1/6/2022,1689,half year,1673,half year,0,NaT,0,NaT,1444,2018,1320,2018,1331,2019,1281,2019,1372,2020,1265,2020,1309,2021,1407,2021,1508,2022,1601,2022,1689,2023,1673,2023
COSTA RHU,,RCR - [D15],,1503,1/10/2022,1609,1/5/2023, ,https://share.ecoprop.com/COSTA-RHU/R065963D,1503,1/10/2022,1963,1/4/2023,1503,no sales,1587,half year,0,NaT,0,NaT,0,no sales,1216,2018,0,no sales,1305,2019,1221,2020,1267,2020,1292,2021,1351,2021,1408,2022,1428,2022,0,no sales,1587,2023
COTE D'AZUR,,RCR - [D15],,1411,1/10/2022,1843,1/5/2023, ,https://share.ecoprop.com/COTE-D'AZUR/R065963D,1644,1/8/2022,1877,1/3/2022,1411,no sales,1799,half year,0,NaT,0,NaT,1191,2018,1278,2018,1135,2019,1229,2019,1382,2020,1386,2020,1453,2021,1444,2021,1516,2022,1608,2022,0,no sales,1799,2023
CUSCADEN RESIDENCES,,CCR - [D10],,0,no sales,2649,1/5/2023, ,https://share.ecoprop.com/CUSCADEN-RESIDENCES/R065963D,0,no sales,2649,1/5/2023,0,no sales,2545,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2232,2019,0,no sales,2022,2020,0,no sales,2322,2021,0,no sales,2495,2022,0,no sales,2545,2023
CYAN,,CCR - [D10],,2160,1/3/2023,2532,1/5/2023, ,https://share.ecoprop.com/CYAN/R065963D,2160,1/3/2023,3119,1/4/2023,2160,half year,2848,half year,0,NaT,0,NaT,0,no sales,0,no sales,2094,2019,1882,2019,0,no sales,2078,2020,1960,2021,2126,2021,2118,2022,2431,2022,2160,2023,2848,2023
D'LEEDON,,CCR - [D10],,1871,1/5/2023,1987,1/5/2023, ,https://share.ecoprop.com/D'LEEDON/R065963D,2047,1/10/2022,2055,1/7/2022,1846,half year,1830,half year,0,NaT,0,NaT,0,no sales,0,no sales,1731,2019,1547,2019,1682,2020,1581,2020,1728,2021,1669,2021,1853,2022,1758,2022,1846,2023,1830,2023
D'NEST,,OCR - [D18],,1377,1/5/2023,1339,1/5/2023, ,https://share.ecoprop.com/D'NEST/R065963D,1548,1/4/2023,1351,1/10/2022,1377,half year,1266,half year,0,NaT,0,NaT,1097,2018,1087,2018,1122,2019,1026,2019,1106,2020,1067,2020,1145,2021,1119,2021,1257,2022,1215,2022,1377,2023,1266,2023
DAHLIA PARK CONDOMINIUM,,OCR - [D17],,0,no sales,1154,1/5/2023, ,https://share.ecoprop.com/DAHLIA-PARK-CONDOMINIUM/R065963D,0,no sales,1154,1/5/2023,0,no sales,1065,half year,0,no sales,0,NaT,0,no sales,828,2018,0,no sales,819,2019,0,no sales,787,2020,0,no sales,853,2021,0,no sales,975,2022,0,no sales,1065,2023
DAINTREE RESIDENCE,,RCR - [D21],Jan-23,2083,1/5/2023,2083,1/5/2023, ,https://share.ecoprop.com/DAINTREE-RESIDENCE/R065963D,2129,1/3/2023,1874,1/12/2019,2018,half year,1753,no sales,1903,1/9/2021,1753,1/7/2021,1694,2018,1717,2018,1641,2019,1683,2019,1694,2020,1676,2020,1827,2021,1654,2021,1880,2022,0,no sales,2018,2023,0,no sales
DAKOTA RESIDENCES,,RCR - [D14],,0,no sales,1721,1/5/2023, ,https://share.ecoprop.com/DAKOTA-RESIDENCES/R065963D,0,no sales,1749,1/4/2023,0,no sales,1695,half year,0,no sales,0,NaT,0,no sales,1419,2018,0,no sales,1478,2019,0,no sales,1434,2020,0,no sales,1518,2021,0,no sales,1598,2022,0,no sales,1695,2023
DALVEY HAUS,,CCR - [D10],Jun-23,0,no sales,0,NaT, ,https://share.ecoprop.com/DALVEY-HAUS/R065963D,0,no sales,4301,1/4/2023,0,no sales,3685,half year,0,no sales,4301,1/4/2023,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,3210,2020,0,no sales,3080,2021,0,no sales,0,no sales,0,no sales,3685,2023
DOMAIN 21,,RCR - [D03],,1803,1/2/2023,1678,1/3/2023, ,https://share.ecoprop.com/DOMAIN-21/R065963D,1803,1/2/2023,1678,1/3/2023,1792,half year,1678,half year,0,NaT,0,NaT,0,no sales,0,no sales,1514,2019,1426,2019,1521,2020,1482,2020,1432,2021,1552,2021,1684,2022,1618,2022,1792,2023,1678,2023
DOUBLE BAY RESIDENCES,,OCR - [D18],,1281,1/4/2023,1323,1/5/2023, ,https://share.ecoprop.com/DOUBLE-BAY-RESIDENCES/R065963D,1367,1/3/2023,1323,1/5/2023,1274,half year,1281,half year,0,NaT,0,NaT,1087,2018,1085,2018,1035,2019,1079,2019,1135,2020,1025,2020,1099,2021,1103,2021,1189,2022,1194,2022,1274,2023,1281,2023
DOVER PARKVIEW,,RCR - [D05],,1367,1/4/2023,1325,1/3/2023, ,https://share.ecoprop.com/DOVER-PARKVIEW/R065963D,1378,1/9/2022,1378,1/9/2022,1328,half year,1182,half year,0,NaT,0,NaT,0,no sales,0,no sales,1098,2019,1101,2019,1067,2020,1058,2020,1133,2021,1180,2021,1252,2022,1319,2022,1328,2023,1182,2023
DUNMAN VIEW,,RCR - [D15],,1141,1/2/2021,1430,1/3/2023, ,https://share.ecoprop.com/DUNMAN-VIEW/R065963D,1151,1/8/2020,1430,1/3/2023,1141,no sales,1398,half year,0,NaT,0,NaT,0,no sales,1079,2018,0,no sales,1094,2019,1140,2020,1065,2020,1141,2021,1110,2021,0,no sales,1278,2022,0,no sales,1398,2023
EAST MEADOWS,,OCR - [D16],,1121,1/8/2022,1225,1/5/2023, ,https://share.ecoprop.com/EAST-MEADOWS/R065963D,1121,1/8/2022,1225,1/5/2023,1121,no sales,1157,half year,0,NaT,0,NaT,0,no sales,979,2018,0,no sales,924,2019,0,no sales,929,2020,0,no sales,991,2021,1112,2022,1067,2022,0,no sales,1157,2023
EASTERN LAGOON,,OCR - [D15],,1772,1/4/2023,1611,1/11/2022, ,https://share.ecoprop.com/EASTERN-LAGOON/R065963D,1772,1/4/2023,1611,1/11/2022,1772,half year,1611,no sales,0,NaT,0,NaT,1455,2018,0,no sales,1317,2019,1248,2019,1201,2020,1428,2020,1483,2021,1330,2021,1639,2022,1564,2022,1772,2023,0,no sales
EASTPOINT GREEN,,OCR - [D18],,1054,1/5/2023,1040,1/5/2023, ,https://share.ecoprop.com/EASTPOINT-GREEN/R065963D,1074,1/12/2022,1184,1/1/2023,1054,half year,1001,half year,0,NaT,0,NaT,842,2018,811,2018,803,2019,785,2019,787,2020,759,2020,823,2021,811,2021,974,2022,1000,2022,1054,2023,1001,2023
ECHELON,,RCR - [D03],,2295,1/5/2023,2037,1/5/2023, ,https://share.ecoprop.com/ECHELON/R065963D,2345,1/10/2022,2118,1/10/2022,2172,half year,1986,half year,0,NaT,0,NaT,0,no sales,0,no sales,2057,2019,1618,2019,1904,2020,1634,2020,1954,2021,1793,2021,2088,2022,1862,2022,2172,2023,1986,2023
ECO,,OCR - [D16],,1449,1/5/2023,1529,1/12/2022, ,https://share.ecoprop.com/ECO/R065963D,1585,1/3/2023,1579,1/6/2022,1471,half year,1529,no sales,0,NaT,0,NaT,1346,2018,1381,2018,1350,2019,1360,2019,1245,2020,1328,2020,1317,2021,1350,2021,1391,2022,1472,2022,1471,2023,0,no sales
ECO SANCTUARY,,OCR - [D23],,1644,1/5/2023,1434,1/3/2023, ,https://share.ecoprop.com/ECO-SANCTUARY/R065963D,1644,1/5/2023,1548,1/11/2022,1552,half year,1434,half year,0,NaT,0,NaT,1290,2018,1139,2018,1269,2019,0,no sales,1291,2020,1204,2020,1328,2021,1286,2021,1410,2022,1322,2022,1552,2023,1434,2023
EDELWEISS PARK CONDOMINIUM,,OCR - [D17],,1119,1/3/2023,1062,1/5/2023, ,https://share.ecoprop.com/EDELWEISS-PARK-CONDOMINIUM/R065963D,1119,1/3/2023,1116,1/4/2023,1119,half year,1089,half year,0,NaT,0,NaT,870,2018,841,2018,808,2019,852,2019,0,no sales,793,2020,897,2021,885,2021,995,2022,996,2022,1119,2023,1089,2023
EIGHT COURTYARDS,,OCR - [D27],,1159,1/5/2023,1248,1/5/2023, ,https://share.ecoprop.com/EIGHT-COURTYARDS/R065963D,1394,1/6/2022,1248,1/5/2023,1270,half year,1246,half year,0,NaT,0,NaT,1002,2018,933,2018,960,2019,962,2019,967,2020,1030,2020,1050,2021,998,2021,1156,2022,1124,2022,1270,2023,1246,2023
EIGHT RIVERSUITES,,RCR - [D12],,1847,1/5/2023,1626,1/5/2023, ,https://share.ecoprop.com/EIGHT-RIVERSUITES/R065963D,1847,1/5/2023,1733,1/4/2023,1712,half year,1621,half year,0,NaT,0,NaT,1563,2018,1322,2018,1442,2019,1278,2019,1504,2020,1308,2020,1520,2021,1360,2021,1586,2022,1489,2022,1712,2023,1621,2023
ELIAS GREEN,,OCR - [D18],,0,no sales,929,1/4/2023, ,https://share.ecoprop.com/ELIAS-GREEN/R065963D,0,no sales,929,1/4/2023,0,no sales,876,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,659,2019,0,no sales,666,2020,0,no sales,717,2021,0,no sales,838,2022,0,no sales,876,2023
ESCADA VIEW,,OCR - [D14],,1070,1/11/2022,1054,1/4/2023, ,https://share.ecoprop.com/ESCADA-VIEW/R065963D,1089,1/9/2022,1054,1/4/2023,1070,no sales,1054,half year,0,NaT,0,NaT,977,2018,883,2018,968,2019,0,no sales,895,2020,853,2020,1018,2021,934,2021,1059,2022,0,no sales,0,no sales,1054,2023
ESTELLA GARDENS,,OCR - [D17],,1132,1/2/2023,1192,1/4/2023, ,https://share.ecoprop.com/ESTELLA-GARDENS/R065963D,1132,1/2/2023,1192,1/4/2023,1132,half year,1192,half year,0,NaT,0,NaT,890,2018,824,2018,924,2019,873,2019,907,2020,800,2020,945,2021,876,2021,1047,2022,1028,2022,1132,2023,1192,2023
EUHABITAT,,OCR - [D14],,1422,1/5/2023,1270,1/4/2023, ,https://share.ecoprop.com/EUHABITAT/R065963D,1452,1/2/2023,1453,1/3/2023,1422,half year,1362,half year,0,NaT,0,NaT,1237,2018,1087,2018,1244,2019,1108,2019,1202,2020,1119,2020,1253,2021,1207,2021,1301,2022,1308,2022,1422,2023,1362,2023
EUPHONY GARDENS,,OCR - [D27],,929,1/4/2023,758,1/5/2023, ,https://share.ecoprop.com/EUPHONY-GARDENS/R065963D,929,1/4/2023,985,1/3/2023,922,half year,881,half year,0,NaT,0,NaT,745,2018,664,2018,0,no sales,624,2019,763,2020,635,2020,798,2021,715,2021,900,2022,801,2022,922,2023,881,2023
FERRARIA PARK CONDOMINIUM,,OCR - [D17],,1071,1/3/2023,1159,1/5/2023, ,https://share.ecoprop.com/FERRARIA-PARK-CONDOMINIUM/R065963D,1180,1/11/2022,1253,1/6/2022,1084,half year,1143,half year,0,NaT,0,NaT,889,2018,946,2018,946,2019,898,2019,937,2020,899,2020,978,2021,972,2021,1073,2022,1102,2022,1084,2023,1143,2023
FLAMINGO VALLEY,,OCR - [D15],,1772,1/2/2023,1645,1/4/2023, ,https://share.ecoprop.com/FLAMINGO-VALLEY/R065963D,1775,1/4/2022,1891,1/3/2023,1711,half year,1772,half year,0,NaT,0,NaT,1256,2018,1464,2018,1415,2019,1450,2019,1419,2020,1338,2020,1531,2021,1442,2021,1657,2022,1612,2022,1711,2023,1772,2023
FLO RESIDENCE,,OCR - [D19],,1267,1/4/2023,1226,1/5/2023, ,https://share.ecoprop.com/FLO-RESIDENCE/R065963D,1273,1/2/2023,1285,1/7/2022,1235,half year,1204,half year,0,NaT,0,NaT,1026,2018,973,2018,971,2019,924,2019,946,2020,922,2020,985,2021,965,2021,1130,2022,1113,2022,1235,2023,1204,2023
FONTAINE PARRY,,OCR - [D19],,1470,1/2/2023,1368,1/4/2023, ,https://share.ecoprop.com/FONTAINE-PARRY/R065963D,1470,1/2/2023,1368,1/4/2023,1401,half year,1333,half year,0,NaT,0,NaT,1169,2018,1031,2018,0,no sales,1109,2019,1160,2020,1136,2020,1272,2021,1075,2021,0,no sales,1293,2022,1401,2023,1333,2023
FORESQUE RESIDENCES,,OCR - [D23],,1575,1/5/2023,1486,1/4/2023, ,https://share.ecoprop.com/FORESQUE-RESIDENCES/R065963D,1575,1/5/2023,1486,1/4/2023,1554,half year,1341,half year,0,NaT,0,NaT,1185,2018,1135,2018,1240,2019,1128,2019,1260,2020,1129,2020,1258,2021,1165,2021,1377,2022,1301,2022,1554,2023,1341,2023
FOREST WOODS,,OCR - [D19],May-21,1885,1/5/2023,1848,1/2/2023, ,https://share.ecoprop.com/FOREST-WOODS/R065963D,1924,1/12/2022,1955,1/7/2022,1854,half year,1848,half year,1651,1/1/2019,1628,1/1/2021,1640,2018,1573,2018,1651,2019,1551,2019,1661,2020,1650,2020,1677,2021,1627,2021,1798,2022,1778,2022,1854,2023,1848,2023
FORT GARDENS,,RCR - [D15],,1253,1/12/2022,1837,1/4/2023, ,https://share.ecoprop.com/FORT-GARDENS/R065963D,1284,1/12/2019,1837,1/4/2023,1253,no sales,1837,half year,0,NaT,0,NaT,0,no sales,0,no sales,1284,2019,1317,2019,0,no sales,0,no sales,0,no sales,1550,2021,1253,2022,1733,2022,0,no sales,1837,2023
FULCRUM,,RCR - [D15],,2111,1/4/2023,1867,1/11/2021, ,https://share.ecoprop.com/FULCRUM/R065963D,2654,1/5/2022,1943,1/3/2021,2100,half year,1867,no sales,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,2055,2020,1629,2020,2069,2021,1905,2021,2156,2022,0,no sales,2100,2023,0,no sales
GARDENVISTA,,RCR - [D21],,1599,1/8/2022,1789,1/3/2023, ,https://share.ecoprop.com/GARDENVISTA/R065963D,1655,1/7/2022,1800,1/1/2023,1599,no sales,1755,half year,0,NaT,0,NaT,1225,2018,1355,2018,1385,2019,1365,2019,1375,2020,1394,2020,1428,2021,1473,2021,1504,2022,1645,2022,0,no sales,1755,2023
GEM RESIDENCES,,RCR - [D12],Dec-20,1941,1/5/2023,1941,1/5/2023, ,https://share.ecoprop.com/GEM-RESIDENCES/R065963D,2016,1/12/2018,2067,1/3/2023,1830,half year,1918,half year,1909,1/10/2019,1536,1/7/2019,1768,2018,1609,2018,1755,2019,1546,2019,1624,2020,1608,2020,1687,2021,1628,2021,1743,2022,1753,2022,1830,2023,1918,2023
GLENDALE PARK,,OCR - [D23],,0,no sales,1628,1/5/2023, ,https://share.ecoprop.com/GLENDALE-PARK/R065963D,0,no sales,1628,1/5/2023,0,no sales,1534,half year,0,no sales,0,NaT,0,no sales,1145,2018,0,no sales,1203,2019,0,no sales,1197,2020,0,no sales,1337,2021,0,no sales,1469,2022,0,no sales,1534,2023
GOODWOOD RESIDENCE,,CCR - [D10],,0,no sales,2573,1/5/2023, ,https://share.ecoprop.com/GOODWOOD-RESIDENCE/R065963D,0,no sales,2873,1/3/2022,0,no sales,2616,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2591,2019,0,no sales,2384,2020,0,no sales,2496,2021,0,no sales,2596,2022,0,no sales,2616,2023
GRAMERCY PARK,,CCR - [D10],,0,no sales,3625,1/4/2023, ,https://share.ecoprop.com/GRAMERCY-PARK/R065963D,0,no sales,3625,1/4/2023,0,no sales,3625,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,3149,2019,0,no sales,3153,2020,0,no sales,3066,2021,0,no sales,3289,2022,0,no sales,3625,2023
GRANDEUR 8,,OCR - [D20],,0,no sales,1197,1/5/2023, ,https://share.ecoprop.com/GRANDEUR-8/R065963D,0,no sales,1448,1/12/2022,0,no sales,1223,half year,0,no sales,0,NaT,0,no sales,955,2018,0,no sales,1004,2019,0,no sales,1006,2020,0,no sales,1078,2021,0,no sales,1274,2022,0,no sales,1223,2023
GRANDEUR PARK RESIDENCES,,OCR - [D16],Mar-21,1876,1/5/2023,1713,1/4/2023, ,https://share.ecoprop.com/GRANDEUR-PARK-RESIDENCES/R065963D,2018,1/4/2023,1713,1/4/2023,1862,half year,1713,half year,1629,1/8/2020,1592,1/1/2021,1568,2018,1506,2018,1561,2019,1530,2019,1452,2020,1541,2020,1614,2021,1544,2021,1692,2022,1639,2022,1862,2023,1713,2023
GRANGE RESIDENCES,,CCR - [D10],,0,no sales,3327,1/5/2023, ,https://share.ecoprop.com/GRANGE-RESIDENCES/R065963D,0,no sales,3327,1/5/2023,0,no sales,3265,half year,0,no sales,0,NaT,0,no sales,0,no sales,0,no sales,2516,2019,0,no sales,2382,2020,0,no sales,2716,2021,0,no sales,2943,2022,0,no sales,3265,2023
GUILIN VIEW,,OCR - [D23],,1092,1/5/2023,1132,1/5/2023, ,https://share.ecoprop.com/GUILIN-VIEW/R065963D,1092,1/5/2023,1132,1/5/2023,1058,half year,1050,half year,0,NaT,0,NaT,852,2018,810,2018,842,2019,832,2019,861,2020,791,2020,872,2021,886,2021,960,2022,1016,2022,1058,2023,1050,2023
H2O RESIDENCES,,OCR - [D28],,1377,1/5/2023,1345,1/4/2023, ,https://share.ecoprop.com/H2O-RESIDENCES/R065963D,1377,1/5/2023,1345,1/4/2023,1302,half year,1191,half year,0,NaT,0,NaT,1118,2018,1087,2018,1056,2019,1048,2019,996,2020,1053,2020,1069,2021,1113,2021,1170,2022,1233,2022,1302,2023,1191,2023
HAIG COURT,,RCR - [D15],,0,no sales,2000,1/4/2023, ,https://share.ecoprop.com/HAIG-COURT/R065963D,0,no sales,2000,1/4/2023,0,no sales,1920,half year,0,no sales,0,NaT,0,no sales,1386,2018,0,no sales,1361,2019,0,no sales,1374,2020,0,no sales,1538,2021,0,no sales,1700,2022,0,no sales,1920,2023
HALLMARK RESIDENCES,,CCR - [D10],,2281,1/12/2022,1768,1/4/2023, ,https://share.ecoprop.com/HALLMARK-RESIDENCES/R065963D,2281,1/12/2022,2227,1/10/2022,2281,no sales,1768,half year,0,NaT,0,NaT,0,no sales,0,no sales,0,no sales,0,no sales,0,no sales,1757,2020,0,no sales,1998,2021,2281,2022,2158,2022,0,no sales,1768,2023
HAUS ON HANDY,,CCR - [D09],Q2 2023,0,NaT,0,NaT, ,https://share.ecoprop.com/HAUS-ON-HANDY/R065963D,2919,1/3/2023,2850,1/2/2023,2739,half year,2850,half year,2919,1/3/2023,2850,1/2/2023,0,no sales,0,no sales,2870,2019,0,no sales,2848,2020,0,no sales,2659,2021,0,no sales,2686,2022,2692,2022,2739,2023,2850,2023
HAZEL PARK CONDOMINIUM,,OCR - [D23],,1552,1/9/2022,1596,1/4/2023, ,https://share.ecoprop.com/HAZEL-PARK-CONDOMINIUM/R065963D,1552,1/9/2022,1720,1/2/2023,1552,no sales,1642,half year,0,NaT,0,NaT,1174,2018,1111,2018,1154,2019,1118,2019,1103,2020,1129,2020,1332,2021,1237,2021,1522,2022,1363,2022,0,no sales,1642,2023
HEDGES PARK CONDOMINIUM,,OCR - [D17],,1229,1/5/2023,1169,1/5/2023, ,https://share.ecoprop.com/HEDGES-PARK-CONDOMINIUM/R065963D,1348,1/4/2023,1214,1/4/2023,1210,half year,1160,half year,0,NaT,0,NaT,985,2018,879,2018,1081,2019,881,2019,1047,2020,869,2020,1017,2021,969,2021,1099,2022,1053,2022,1210,2023,1160,2023
HERITAGE VIEW,,RCR - [D05],,1388,1/5/2023,1632,1/4/2023, ,https://share.ecoprop.com/HERITAGE-VIEW/R065963D,1528,1/12/2022,1632,1/4/2023,1388,half year,1542,half year,0,NaT,0,NaT,0,no sales,0,no sales,1166,2019,1171,2019,1218,2020,1180,2020,1241,2021,1255,2021,1348,2022,1367,2022,1388,2023,1542,2023
HIGH OAK CONDOMINIUM,,RCR - [D21],,1042,1/7/2021,1335,1/5/2023, ,https://share.ecoprop.com/HIGH-OAK-CONDOMINIUM/R065963D,1042,1/7/2021,1335,1/5/2023,1042,no sales,1297,half year,0,NaT,0,NaT,0,no sales,929,2018,977,2019,983,2019,1040,2020,1025,2020,1042,2021,1074,2021,0,no sales,1165,2022,0,no sales,1297,2023
HIGHGATE,,RCR - [D21],,0,no sales,1462,1/4/2023, ,https://share.ecoprop.com/HIGHGATE/R065963D,0,no sales,1462,1/4/2023,0,no sales,1426,half year,0,no sales,0,NaT,0,no sales,1132,2018,0,no sales,1206,2019,0,no sales,1164,2020,0,no sales,1313,2021,0,no sales,1403,2022,0,no sales,1426,2023
HIGHLINE RESIDENCES,,RCR - [D03],,2316,1/5/2023,2235,1/4/2023, ,https://share.ecoprop.com/HIGHLINE-RESIDENCES/R065963D,2441,1/10/2022,2240,1/9/2022,2304,half year,2123,half year,0,NaT,0,NaT,0,no sales,0,no sales,2094,2019,0,no sales,1898,2020,1932,2020,2141,2021,1973,2021,2207,2022,2136,2022,2304,2023,2123,2023
HILLBROOKS,,OCR - [D23],,1343,1/5/2022,1495,1/5/2023, ,https://share.ecoprop.com/HILLBROOKS/R065963D,1343,1/5/2022,1508,1/3/2023,1343,no sales,1443,half year,0,NaT,0,NaT,1031,2018,1021,2018,1026,2019,1019,2019,0,no sales,1047,2020,1211,2021,1192,2021,1343,2022,1315,2022,0,no sales,1443,2023
HILLINGTON GREEN,,OCR - [D23],,1482,1/5/2022,1588,1/4/2023, ,https://share.ecoprop.com/HILLINGTON-GREEN/R065963D,1482,1/5/2022,1588,1/4/2023,1482,no sales,1349,half year,0,NaT,0,NaT,1161,2018,1049,2018,0,no sales,1123,2019,1237,2020,1128,2020,1320,2021,1186,2021,1482,2022,1406,2022,0,no sales,1349,2023
HILLSTA,,OCR - [D23],,1301,1/5/2023,1161,1/1/2023, ,https://share.ecoprop.com/HILLSTA/R065963D,1394,1/2/2023,1219,1/5/2022,1323,half year,1161,half year,0,NaT,0,NaT,1136,2018,0,no sales,1118,2019,1037,2019,1105,2020,1064,2020,1146,2021,1086,2021,1215,2022,1170,2022,1323,2023,1161,2023
HILLTOP GROVE,,OCR - [D23],,999,1/11/2022,1041,1/5/2023, ,https://share.ecoprop.com/HILLTOP-GROVE/R065963D,999,1/11/2022,1121,1/4/2023,999,no sales,1045,half year,0,NaT,0,NaT,0,no sales,810,2018,0,no sales,773,2019,0,no sales,778,2020,0,no sales,872,2021,999,2022,959,2022,0,no sales,1045,2023
HILLVIEW PARK,,OCR - [D23],,1610,1/8/2022,1467,1/3/2023, ,https://share.ecoprop.com/HILLVIEW-PARK/R065963D,1610,1/8/2022,1467,1/3/2023,1610,no sales,1467,half year,0,NaT,0,NaT,1187,2018,1030,2018,1138,2019,1034,2019,1191,2020,1144,2020,1301,2021,1205,2021,1610,2022,1371,2022,0,no sales,1467,2023
HILLVIEW REGENCY,,OCR - [D23],,1084,1/5/2023,1150,1/3/2023, ,https://share.ecoprop.com/HILLVIEW-REGENCY/R065963D,1099,1/3/2023,1150,1/3/2023,1052,half year,1103,half year,0,NaT,0,NaT,862,2018,905,2018,873,2019,889,2019,851,2020,906,2020,867,2021,922,2021,960,2022,1047,2022,1052,2023,1103,2023
HILLVIEW RESIDENCE,,OCR - [D23],,0,no sales,1397,1/5/2023, ,https://share.ecoprop.com/HILLVIEW-RESIDENCE/R065963D,0,no sales,1397,1/5/2023,0,no sales,1388,half year,0,no sales,0,NaT,0,no sales,1042,2018,0,no sales,1020,2019,0,no sales,1028,2020,0,no sales,1148,2021,0,no sales,1296,2022,0,no sales,1388,2023
HILLVISTA,,OCR - [D23],,1364,1/10/2021,1550,1/4/2023, ,https://share.ecoprop.com/HILLVISTA/R065963D,1364,1/10/2021,1550,1/4/2023,1364,no sales,1519,half year,0,NaT,0,NaT,0,no sales,1203,2018,1333,2019,1243,2019,0,no sales,1280,2020,1310,2021,1363,2021,0,no sales,0,no sales,0,no sales,1519,2023
HUME PARK II,,OCR - [D21],,1313,1/9/2021,1580,1/3/2023, ,https://share.ecoprop.com/HUME-PARK-II/R065963D,1313,1/9/2021,1580,1/3/2023,1313,no sales,1517,half year,0,NaT,0,NaT,0,no sales,1145,2018,0,no sales,1173,2019,0,no sales,1188,2020,1259,2021,1294,2021,0,no sales,1457,2022,0,no sales,1517,2023
HUNDRED TREES,,OCR - [D05],,1699,1/5/2023,1831,1/5/2023, ,https://share.ecoprop.com/HUNDRED-TREES/R065963D,1699,1/5/2023,1831,1/5/2023,1645,half year,1698,half year,0,NaT,0,NaT,0,no sales,0,no sales,1250,2019,1321,2019,1340,2020,1326,2020,1409,2021,1421,2021,1524,2022,1597,2022,1645,2023,1698,2023
